critic_review_id,critic_id,movie_id,score_100,letter_grade,review_title,review_text,reviewed_at,verdict,recommended,top_pick
CRV00146,CRT012,MOV0021,66,C+,"Moonforge Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2016-02-14T17:18:43Z,mixed,false,false
CRV00147,CRT012,MOV0183,50,D,Jade Frequency Voyage: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2024-08-07T08:06:03Z,negative,false,false
CRV00148,CRT012,MOV0092,89,A-,Ravenspire Signal: a confident comedy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",1999-03-04T05:04:46Z,positive,true,false
CRV00149,CRT012,MOV0063,77,B,"Orion Vale Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2004-06-18T16:05:12Z,mixed,true,false
CRV00150,CRT012,MOV0155,74,B-,"Amber Circuit Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-11-25T21:06:10Z,mixed,true,false
CRV00151,CRT012,MOV0100,70,B-,"Ravenspire Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-09-22T23:30:27Z,mixed,true,false
CRV00152,CRT012,MOV0028,69,C+,"Moonforge Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-09-07T11:45:46Z,mixed,false,false
CRV00153,CRT012,MOV0172,58,C-,Winter Atlas Signal: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2008-03-12T18:00:20Z,negative,false,false
CRV00154,CRT012,MOV0123,81,B+,Kestrel Dawn Voyage: a confident thriller achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2020-04-25T10:27:14Z,positive,true,false
CRV00155,CRT012,MOV0098,90,A,Ravenspire Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2026-04-26T10:34:04Z,positive,true,false
CRV00156,CRT012,MOV0002,66,C+,"Asterfall Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2005-02-16T09:31:18Z,mixed,false,false
CRV00157,CRT013,MOV0008,81,B+,Asterfall Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2021-02-24T20:20:25Z,positive,true,false
CRV00158,CRT013,MOV0112,95,A+,Novafield Signal: a confident comedy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2024-08-05T08:18:33Z,positive,true,false
CRV00159,CRT013,MOV0056,60,C,"Nimbria Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2008-06-26T03:54:07Z,mixed,false,false
CRV00160,CRT013,MOV0130,68,C+,"Kestrel Dawn Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2022-03-27T05:28:11Z,mixed,false,false
CRV00161,CRT013,MOV0116,82,B+,Novafield Paradox: a confident action achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2023-04-04T11:58:05Z,positive,true,false
CRV00162,CRT013,MOV0167,84,B+,Hollow Prism Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2018-10-27T16:59:18Z,positive,true,false
CRV00163,CRT013,MOV0129,88,A-,Kestrel Dawn Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2024-11-17T00:45:20Z,positive,true,false
CRV00164,CRT013,MOV0053,84,B+,Nimbria Voyage: a confident thriller achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2026-05-28T01:25:56Z,positive,true,false
CRV00165,CRT013,MOV0037,92,A,Cinderwake Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2026-05-23T22:29:26Z,positive,true,false
CRV00166,CRT013,MOV0142,76,B,"Silver Meridian Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-04-09T21:21:38Z,mixed,true,false
CRV00167,CRT013,MOV0063,77,B,"Orion Vale Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2013-08-29T22:09:43Z,mixed,true,false
CRV00168,CRT013,MOV0092,82,B+,Ravenspire Signal: a confident comedy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2005-06-13T12:12:01Z,positive,true,false
CRV00169,CRT013,MOV0082,55,C-,Lumenward Signal: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2020-03-20T22:28:39Z,negative,false,false
CRV00170,CRT014,MOV0005,84,B+,Asterfall Garden: a confident romance achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2023-10-22T18:59:06Z,positive,true,false
CRV00171,CRT014,MOV0029,97,A+,Moonforge Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2011-09-21T06:24:33Z,positive,true,false
CRV00172,CRT014,MOV0106,60,C,"Tidal Ember Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-09-01T12:10:58Z,mixed,false,false
CRV00173,CRT014,MOV0073,91,A,Echohaven Voyage: a confident thriller achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2010-10-11T05:22:18Z,positive,true,false
CRV00174,CRT014,MOV0074,76,B,"Echohaven Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-06-28T16:06:18Z,mixed,true,false
CRV00175,CRT014,MOV0108,72,B-,"Tidal Ember Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-04-04T23:37:51Z,mixed,true,false
CRV00176,CRT014,MOV0042,57,C-,Solivane Signal: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2012-05-07T09:54:35Z,negative,false,false
CRV00177,CRT014,MOV0064,56,C-,Orion Vale Protocol: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2026-05-16T13:02:49Z,negative,false,false
CRV00178,CRT014,MOV0024,79,B,"Moonforge Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2015-08-23T06:09:39Z,mixed,true,false
CRV00179,CRT014,MOV0137,84,B+,Morrowglass Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2015-02-16T22:58:58Z,positive,true,false
CRV00180,CRT014,MOV0027,78,B,"Moonforge Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2017-02-28T04:54:05Z,mixed,true,false
CRV00181,CRT014,MOV0018,78,B,"Velora Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2008-04-01T02:10:02Z,mixed,true,false
CRV00182,CRT014,MOV0179,81,B+,Winter Atlas Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2021-10-19T22:15:51Z,positive,true,false
CRV00183,CRT015,MOV0142,80,B+,Silver Meridian Signal: a confident comedy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2015-11-23T03:33:03Z,positive,true,false
CRV00184,CRT015,MOV0010,95,A+,Asterfall Crossing: a confident horror achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-05-22T02:18:14Z,positive,true,false
CRV00185,CRT015,MOV0043,71,B-,"Solivane Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2009-06-04T01:00:06Z,mixed,true,false
CRV00186,CRT015,MOV0155,73,B-,"Amber Circuit Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2012-01-01T08:02:33Z,mixed,true,false
CRV00187,CRT015,MOV0045,61,C,"Solivane Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2021-01-03T02:58:32Z,mixed,false,false
CRV00188,CRT015,MOV0138,82,B+,Morrowglass Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2020-05-25T22:56:58Z,positive,true,false
CRV00189,CRT015,MOV0080,89,A-,Echohaven Crossing: a confident horror achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-02-20T21:29:13Z,positive,true,false
CRV00190,CRT015,MOV0066,70,B-,"Orion Vale Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-02-07T08:59:29Z,mixed,true,false
CRV00191,CRT015,MOV0070,76,B,"Orion Vale Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-01-13T13:20:37Z,mixed,true,false
CRV00192,CRT015,MOV0065,53,D,Orion Vale Garden: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2013-08-14T00:10:38Z,negative,false,false
CRV00193,CRT015,MOV0160,71,B-,"Amber Circuit Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-12-28T03:53:59Z,mixed,true,false
CRV00194,CRT015,MOV0076,87,A-,Echohaven Paradox: a confident action achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2021-03-15T23:45:25Z,positive,true,false
CRV00195,CRT015,MOV0074,70,B-,"Echohaven Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2011-11-05T18:04:43Z,mixed,true,false
CRV00196,CRT016,MOV0038,92,A,Cinderwake Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2021-10-26T02:46:10Z,positive,true,false
CRV00197,CRT016,MOV0187,92,A,Jade Frequency Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2016-12-26T23:27:26Z,positive,true,false
CRV00198,CRT016,MOV0070,69,C+,"Orion Vale Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-07-04T22:35:37Z,mixed,false,false
CRV00199,CRT016,MOV0100,72,B-,"Ravenspire Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2014-11-08T18:38:58Z,mixed,true,false
CRV00200,CRT016,MOV0057,80,B+,Nimbria Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-10-29T03:12:33Z,positive,true,false
CRV00201,CRT016,MOV0115,58,C-,Novafield Garden: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2020-11-01T04:09:27Z,negative,false,false
CRV00202,CRT016,MOV0044,88,A-,Solivane Protocol: a confident science fiction achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2006-08-17T20:06:28Z,positive,true,false
CRV00203,CRT016,MOV0106,58,C-,Tidal Ember Paradox: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2004-05-11T13:36:19Z,negative,false,false
CRV00204,CRT016,MOV0073,82,B+,Echohaven Voyage: a confident thriller achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2020-02-16T14:40:39Z,positive,true,false
CRV00205,CRT016,MOV0175,73,B-,"Winter Atlas Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2019-11-09T13:58:05Z,mixed,true,false
CRV00206,CRT016,MOV0130,74,B-,"Kestrel Dawn Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2021-08-02T21:41:49Z,mixed,true,false
CRV00207,CRT016,MOV0168,75,B,"Hollow Prism Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2019-06-24T06:56:16Z,mixed,true,false
CRV00208,CRT016,MOV0118,67,C+,"Novafield Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2013-09-06T10:24:49Z,mixed,false,false
CRV00209,CRT017,MOV0083,88,A-,Lumenward Voyage: a confident thriller achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2012-06-01T15:25:36Z,positive,true,false
CRV00210,CRT017,MOV0180,80,B+,Winter Atlas Crossing: a confident horror achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2011-08-07T13:18:45Z,positive,true,false
CRV00211,CRT017,MOV0125,82,B+,Kestrel Dawn Garden: a confident romance achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2021-10-17T23:33:01Z,positive,true,false
CRV00212,CRT017,MOV0030,53,D,Moonforge Crossing: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2025-04-24T10:14:01Z,negative,false,false
CRV00213,CRT017,MOV0108,71,B-,"Tidal Ember Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-12-20T11:22:38Z,mixed,true,false
CRV00214,CRT017,MOV0134,65,C+,"Morrowglass Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2015-02-19T19:12:33Z,mixed,false,false
CRV00215,CRT017,MOV0042,73,B-,"Solivane Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2019-02-28T20:23:22Z,mixed,true,false
CRV00216,CRT017,MOV0127,79,B,"Kestrel Dawn Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-12-13T10:40:02Z,mixed,true,false
CRV00217,CRT017,MOV0017,73,B-,"Velora Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-10-07T21:22:59Z,mixed,true,false
CRV00218,CRT017,MOV0113,60,C,"Novafield Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2008-08-07T10:23:27Z,mixed,false,false
CRV00219,CRT017,MOV0190,69,C+,"Jade Frequency Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-04-07T00:57:35Z,mixed,false,false
CRV00220,CRT017,MOV0079,93,A,Echohaven Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2013-08-18T09:26:04Z,positive,true,false
CRV00221,CRT017,MOV0049,73,B-,"Solivane Reverie: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2008-06-21T13:35:04Z,mixed,true,false
CRV00222,CRT018,MOV0084,83,B+,Lumenward Protocol: a confident science fiction achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2021-06-14T11:17:30Z,positive,true,false
CRV00223,CRT018,MOV0009,81,B+,Asterfall Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-02-11T02:06:32Z,positive,true,false
CRV00224,CRT018,MOV0037,94,A,Cinderwake Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-12-05T13:46:27Z,positive,true,false
CRV00225,CRT018,MOV0097,95,A+,Ravenspire Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2026-05-03T09:07:43Z,positive,true,false
CRV00226,CRT018,MOV0049,80,B+,Solivane Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2016-02-22T08:01:49Z,positive,true,false
CRV00227,CRT018,MOV0036,82,B+,Cinderwake Paradox: a confident action achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2026-01-25T01:11:33Z,positive,true,false
CRV00228,CRT018,MOV0117,74,B-,"Novafield Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-10-20T17:28:07Z,mixed,true,false
CRV00229,CRT018,MOV0039,53,D,Cinderwake Reverie: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2019-07-13T14:58:43Z,negative,false,false
CRV00230,CRT018,MOV0121,61,C,"Kestrel Dawn Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-05-16T08:39:29Z,mixed,false,false
CRV00231,CRT018,MOV0143,61,C,"Silver Meridian Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2011-02-20T08:56:46Z,mixed,false,false
CRV00232,CRT018,MOV0155,77,B,"Amber Circuit Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2008-03-09T14:30:35Z,mixed,true,false
CRV00233,CRT018,MOV0107,71,B-,"Tidal Ember Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2017-03-02T13:49:01Z,mixed,true,false
CRV00234,CRT018,MOV0181,79,B,"Jade Frequency Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2012-01-29T13:52:29Z,mixed,true,false
CRV00235,CRT019,MOV0093,70,B-,"Ravenspire Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2010-06-05T10:47:41Z,mixed,true,false
CRV00236,CRT019,MOV0021,62,C,"Moonforge Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-06-23T00:45:40Z,mixed,false,false
CRV00237,CRT019,MOV0194,90,A,Crimson Harbor Protocol: a confident science fiction achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2020-09-25T16:47:47Z,positive,true,false
CRV00238,CRT019,MOV0084,78,B,"Lumenward Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2019-09-18T17:34:50Z,mixed,true,false
CRV00239,CRT019,MOV0126,54,D,Kestrel Dawn Paradox: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2020-08-13T22:52:26Z,negative,false,false
CRV00240,CRT019,MOV0068,84,B+,Orion Vale Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2023-01-09T19:33:52Z,positive,true,false
CRV00241,CRT019,MOV0095,71,B-,"Ravenspire Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",1998-04-16T10:18:49Z,mixed,true,false
CRV00242,CRT019,MOV0165,62,C,"Hollow Prism Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2015-04-20T15:10:33Z,mixed,false,false
CRV00243,CRT019,MOV0027,75,B,"Moonforge Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2019-11-15T02:12:47Z,mixed,true,false
CRV00244,CRT019,MOV0064,72,B-,"Orion Vale Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-07-20T23:19:23Z,mixed,true,false
CRV00245,CRT019,MOV0018,69,C+,"Velora Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2011-12-26T03:00:47Z,mixed,false,false
CRV00246,CRT019,MOV0148,83,B+,Silver Meridian Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2000-05-17T20:28:50Z,positive,true,false
CRV00247,CRT019,MOV0152,69,C+,"Amber Circuit Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2010-02-02T00:33:32Z,mixed,false,false
CRV00248,CRT020,MOV0084,93,A,Lumenward Protocol: a confident science fiction achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2018-06-08T09:26:31Z,positive,true,false
CRV00249,CRT020,MOV0165,66,C+,"Hollow Prism Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2013-09-01T04:53:21Z,mixed,false,false
CRV00250,CRT020,MOV0011,69,C+,"Velora Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-11-17T17:46:42Z,mixed,false,false
CRV00251,CRT020,MOV0052,74,B-,"Nimbria Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2015-09-20T05:32:48Z,mixed,true,false
CRV00252,CRT020,MOV0116,82,B+,Novafield Paradox: a confident action achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2022-11-27T19:38:29Z,positive,true,false
CRV00253,CRT020,MOV0142,65,C+,"Silver Meridian Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2012-05-17T00:46:36Z,mixed,false,false
CRV00254,CRT020,MOV0041,71,B-,"Solivane Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-03-26T23:48:58Z,mixed,true,false
CRV00255,CRT020,MOV0030,61,C,"Moonforge Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2016-12-06T14:41:40Z,mixed,false,false
CRV00256,CRT020,MOV0016,61,C,"Velora Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-05-17T08:26:40Z,mixed,false,false
CRV00257,CRT020,MOV0143,59,C-,Silver Meridian Voyage: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2026-01-08T10:58:41Z,negative,false,false
CRV00258,CRT020,MOV0187,93,A,Jade Frequency Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2012-07-17T15:56:52Z,positive,true,false
CRV00259,CRT020,MOV0190,63,C,"Jade Frequency Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",1999-11-15T00:37:56Z,mixed,false,false
CRV00260,CRT020,MOV0103,71,B-,"Tidal Ember Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-02-03T11:13:35Z,mixed,true,false
CRV00261,CRT021,MOV0002,81,B+,Asterfall Signal: a confident comedy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2005-05-11T21:14:30Z,positive,true,false
CRV00262,CRT021,MOV0113,63,C,"Novafield Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2003-08-23T23:06:35Z,mixed,false,false
CRV00263,CRT021,MOV0099,78,B,"Ravenspire Reverie: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2021-09-21T06:39:54Z,mixed,true,false
CRV00264,CRT021,MOV0077,75,B,"Echohaven Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2016-12-31T14:48:59Z,mixed,true,false
CRV00265,CRT021,MOV0168,60,C,"Hollow Prism Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2009-04-30T10:03:52Z,mixed,false,false
CRV00266,CRT021,MOV0110,56,C-,Tidal Ember Crossing: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2022-06-09T18:54:37Z,negative,false,false
CRV00267,CRT021,MOV0073,74,B-,"Echohaven Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-01-26T19:56:31Z,mixed,true,false
CRV00268,CRT021,MOV0112,83,B+,Novafield Signal: a confident comedy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2013-07-18T15:22:05Z,positive,true,false
CRV00269,CRT021,MOV0158,78,B,"Amber Circuit Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2004-08-14T00:19:36Z,mixed,true,false
CRV00270,CRT021,MOV0016,65,C+,"Velora Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2012-08-05T05:17:47Z,mixed,false,false
CRV00271,CRT021,MOV0022,76,B,"Moonforge Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2022-04-30T07:11:12Z,mixed,true,false
CRV00272,CRT021,MOV0076,72,B-,"Echohaven Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-08-02T00:17:50Z,mixed,true,false
CRV00273,CRT022,MOV0111,73,B-,"Novafield Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-10-24T19:49:05Z,mixed,true,false
CRV00274,CRT022,MOV0196,91,A,Crimson Harbor Paradox: a confident action achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-05-17T02:44:21Z,positive,true,false
CRV00275,CRT022,MOV0131,84,B+,Morrowglass Archive: a confident drama achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2026-07-03T11:47:24Z,positive,true,false
CRV00276,CRT022,MOV0050,58,C-,Solivane Crossing: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2025-11-16T19:22:14Z,negative,false,false
CRV00277,CRT022,MOV0081,68,C+,"Lumenward Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2011-04-05T04:15:34Z,mixed,false,false
CRV00278,CRT022,MOV0015,86,A-,Velora Garden: a confident romance achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-12-13T02:53:58Z,positive,true,false
CRV00279,CRT022,MOV0023,76,B,"Moonforge Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-08-25T10:10:44Z,mixed,true,false
CRV00280,CRT022,MOV0079,88,A-,Echohaven Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-09-13T11:27:32Z,positive,true,false
CRV00281,CRT022,MOV0047,56,C-,Solivane Chronicle: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2016-10-17T18:40:06Z,negative,false,false
CRV00282,CRT022,MOV0200,82,B+,Crimson Harbor Crossing: a confident horror achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-07-08T21:50:36Z,positive,true,false
CRV00283,CRT022,MOV0106,48,D,Tidal Ember Paradox: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2024-08-28T12:30:51Z,negative,false,false
CRV00284,CRT022,MOV0138,88,A-,Morrowglass Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2014-07-12T22:07:10Z,positive,true,false
CRV00285,CRT023,MOV0061,74,B-,"Orion Vale Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2008-03-13T17:08:20Z,mixed,true,false
CRV00286,CRT023,MOV0174,82,B+,Winter Atlas Protocol: a confident science fiction achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2006-05-13T11:52:07Z,positive,true,false
CRV00287,CRT023,MOV0171,63,C,"Winter Atlas Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2019-07-29T03:59:35Z,mixed,false,false
CRV00288,CRT023,MOV0047,70,B-,"Solivane Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2022-11-26T04:33:56Z,mixed,true,false
CRV00289,CRT023,MOV0055,72,B-,"Nimbria Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2022-10-13T20:44:28Z,mixed,true,false
CRV00290,CRT023,MOV0194,78,B,"Crimson Harbor Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-08-08T19:39:34Z,mixed,true,false
