review_id,user_id,movie_id,source_viewing_id,rating,review_title,review_text,reviewed_at,sentiment_label,contains_spoiler,helpful_votes,review_language
URV000237,USR0060,MOV0089,VEW000709,4,다시 보고 싶은 “빛의 수호자: 몽상”,몰입감이 좋고 마지막 장면의 여운이 길었다.,2026-04-08T12:30:24Z,positive,false,62,ko
URV000238,USR0060,MOV0112,VEW000710,3.5,장단점이 뚜렷한 Comedy,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2023-09-23T22:30:33Z,neutral,false,63,ko
URV000239,USR0060,MOV0051,VEW000711,1,아쉬움이 남은 안개의 도시: 기록,기대했던 긴장감이 부족해 집중하기 어려웠다.,2025-12-19T12:27:22Z,negative,true,86,ko
URV000240,USR0060,MOV0015,VEW000712,3,장단점이 뚜렷한 Romance,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2025-05-11T05:16:13Z,neutral,false,248,ko
URV000241,USR0061,MOV0106,VEW000721,1,아쉬움이 남은 파도의 불씨: 역설,기대했던 긴장감이 부족해 집중하기 어려웠다.,2026-03-07T02:13:30Z,negative,false,255,ko
URV000242,USR0061,MOV0137,VEW000722,3.5,장단점이 뚜렷한 Documentary,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2026-02-17T20:35:07Z,neutral,false,146,ko
URV000243,USR0061,MOV0087,VEW000723,2.5,장단점이 뚜렷한 Documentary,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2025-02-27T12:31:07Z,neutral,false,103,en
URV000244,USR0061,MOV0192,VEW000724,3.5,장단점이 뚜렷한 Comedy,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2023-09-11T06:07:58Z,neutral,false,64,ko
URV000245,USR0062,MOV0097,VEW000733,4.5,다시 보고 싶은 “까마귀 첨탑: 연대기”,"예상보다 섬세하고 따뜻했다, 친구에게 추천하고 싶다.",2026-05-04T02:28:07Z,positive,false,259,ko
URV000246,USR0062,MOV0143,VEW000734,2.5,장단점이 뚜렷한 Thriller,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2025-10-21T13:06:35Z,neutral,false,233,ko
URV000247,USR0062,MOV0027,VEW000735,2,아쉬움이 남은 달의 대장간: 연대기,기대했던 긴장감이 부족해 집중하기 어려웠다.,2023-11-26T12:35:57Z,negative,false,312,ko
URV000248,USR0062,MOV0023,VEW000736,3.5,장단점이 뚜렷한 Thriller,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2025-01-22T09:26:36Z,neutral,false,310,ko
URV000249,USR0063,MOV0114,VEW000745,3.5,장단점이 뚜렷한 Science Fiction,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2025-09-26T13:41:49Z,neutral,false,227,ko
URV000250,USR0063,MOV0183,VEW000746,2,아쉬움이 남은 비취 주파수: 항해,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2025-07-20T21:05:36Z,negative,false,34,ko
URV000251,USR0063,MOV0194,VEW000747,4,다시 보고 싶은 “진홍 항구: 규약”,배우들의 호흡과 음악이 잘 어우러져 다시 보고 싶다.,2025-12-20T16:02:55Z,positive,false,234,ko
URV000252,USR0063,MOV0098,VEW000748,3.5,장단점이 뚜렷한 Animation,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-03-09T00:06:41Z,neutral,false,38,en
URV000253,USR0064,MOV0163,VEW000757,2.5,장단점이 뚜렷한 Thriller,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2025-09-29T19:47:21Z,neutral,false,338,ko
URV000254,USR0064,MOV0104,VEW000758,3,장단점이 뚜렷한 Science Fiction,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-03-07T07:52:03Z,neutral,false,328,ko
URV000255,USR0064,MOV0014,VEW000759,4,다시 보고 싶은 “푸른 궤도: 규약”,배우들의 호흡과 음악이 잘 어우러져 다시 보고 싶다.,2024-12-30T08:31:50Z,positive,false,319,ko
URV000256,USR0064,MOV0058,VEW000760,1.5,아쉬움이 남은 안개의 도시: 별자리,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2022-08-19T16:55:02Z,negative,false,136,ko
URV000257,USR0065,MOV0077,VEW000769,3.5,장단점이 뚜렷한 Documentary,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2025-10-08T13:40:20Z,neutral,false,20,ko
URV000258,USR0065,MOV0014,VEW000770,3.5,장단점이 뚜렷한 Science Fiction,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2024-06-27T05:21:08Z,neutral,false,197,ko
URV000259,USR0065,MOV0145,VEW000771,2.5,장단점이 뚜렷한 Romance,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2024-11-01T05:49:12Z,neutral,false,27,ko
URV000260,USR0065,MOV0175,VEW000772,2.5,장단점이 뚜렷한 Romance,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2025-08-21T03:00:47Z,neutral,false,254,ko
URV000261,USR0066,MOV0167,VEW000781,3.5,장단점이 뚜렷한 Documentary,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2023-02-22T20:12:56Z,neutral,false,228,ja
URV000262,USR0066,MOV0158,VEW000782,3,장단점이 뚜렷한 Animation,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2025-05-21T20:04:36Z,neutral,false,151,ko
URV000263,USR0066,MOV0102,VEW000783,4,다시 보고 싶은 “파도의 불씨: 신호”,몰입감이 좋고 마지막 장면의 여운이 길었다.,2026-01-21T11:17:48Z,positive,false,263,ko
URV000264,USR0066,MOV0096,VEW000784,2.5,장단점이 뚜렷한 Action,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2025-10-02T07:46:32Z,neutral,false,26,ko
URV000265,USR0067,MOV0018,VEW000793,4,다시 보고 싶은 “푸른 궤도: 별자리”,"예상보다 섬세하고 따뜻했다, 친구에게 추천하고 싶다.",2024-05-23T20:50:30Z,positive,false,222,pt
URV000266,USR0067,MOV0059,VEW000794,4,다시 보고 싶은 “안개의 도시: 몽상”,배우들의 호흡과 음악이 잘 어우러져 다시 보고 싶다.,2024-06-24T22:28:39Z,positive,false,284,ko
URV000267,USR0067,MOV0113,VEW000795,2.5,장단점이 뚜렷한 Thriller,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2025-12-08T22:39:23Z,neutral,false,131,ko
URV000268,USR0067,MOV0053,VEW000796,3,장단점이 뚜렷한 Thriller,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-05-24T04:37:25Z,neutral,false,178,ko
URV000269,USR0068,MOV0070,VEW000805,2.5,장단점이 뚜렷한 Horror,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2026-04-25T08:21:01Z,neutral,false,222,ko
URV000270,USR0068,MOV0012,VEW000806,1.5,아쉬움이 남은 푸른 궤도: 신호,기대했던 긴장감이 부족해 집중하기 어려웠다.,2026-06-12T03:02:46Z,negative,true,221,ko
URV000271,USR0068,MOV0146,VEW000807,3,장단점이 뚜렷한 Action,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-03-04T21:12:20Z,neutral,false,205,ko
URV000272,USR0068,MOV0153,VEW000808,2.5,장단점이 뚜렷한 Thriller,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2026-02-21T21:52:24Z,neutral,false,72,ko
URV000273,USR0069,MOV0061,VEW000817,2.5,장단점이 뚜렷한 Drama,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-07-06T03:16:29Z,neutral,false,201,en
URV000274,USR0069,MOV0048,VEW000818,3,장단점이 뚜렷한 Animation,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2024-06-25T18:03:52Z,neutral,false,41,ko
URV000275,USR0069,MOV0149,VEW000819,3,장단점이 뚜렷한 Fantasy,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2024-05-01T07:46:47Z,neutral,false,121,ko
URV000276,USR0069,MOV0067,VEW000820,4,다시 보고 싶은 “오리온 골짜기: 연대기”,"예상보다 섬세하고 따뜻했다, 친구에게 추천하고 싶다.",2025-12-09T21:45:53Z,positive,false,130,en
URV000277,USR0070,MOV0060,VEW000829,2,아쉬움이 남은 안개의 도시: 교차점,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2026-07-18T09:24:59Z,negative,true,162,ko
URV000278,USR0070,MOV0050,VEW000830,1,아쉬움이 남은 고요한 항로: 교차점,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2026-04-04T03:31:16Z,negative,false,338,ko
URV000279,USR0070,MOV0187,VEW000831,4,다시 보고 싶은 “비취 주파수: 연대기”,몰입감이 좋고 마지막 장면의 여운이 길었다.,2025-04-16T22:10:31Z,positive,false,76,ko
URV000280,USR0070,MOV0028,VEW000832,1.5,아쉬움이 남은 달의 대장간: 별자리,기대했던 긴장감이 부족해 집중하기 어려웠다.,2025-12-30T22:55:23Z,negative,false,1,ko
URV000281,USR0071,MOV0003,VEW000841,3,장단점이 뚜렷한 Thriller,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-02-27T19:47:45Z,neutral,false,212,ko
URV000282,USR0071,MOV0183,VEW000842,1.5,아쉬움이 남은 비취 주파수: 항해,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2025-08-26T11:30:53Z,negative,false,337,en
URV000283,USR0071,MOV0034,VEW000843,2.5,장단점이 뚜렷한 Science Fiction,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2025-07-23T05:29:11Z,neutral,true,117,ko
URV000284,USR0071,MOV0009,VEW000844,3,장단점이 뚜렷한 Fantasy,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2025-12-18T03:06:13Z,neutral,false,232,ko
URV000285,USR0072,MOV0039,VEW000853,1,아쉬움이 남은 잿빛 파도: 몽상,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2024-07-24T04:28:56Z,negative,false,175,ko
URV000286,USR0072,MOV0068,VEW000854,3,장단점이 뚜렷한 Animation,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-01-14T14:10:29Z,neutral,false,85,ko
URV000287,USR0072,MOV0161,VEW000855,3,장단점이 뚜렷한 Drama,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2025-08-24T10:28:16Z,neutral,false,268,ko
URV000288,USR0072,MOV0035,VEW000856,4.5,다시 보고 싶은 “잿빛 파도: 정원”,배우들의 호흡과 음악이 잘 어우러져 다시 보고 싶다.,2026-05-18T10:18:40Z,positive,false,182,ko
URV000289,USR0073,MOV0043,VEW000865,3.5,장단점이 뚜렷한 Thriller,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2025-07-21T16:34:54Z,neutral,false,254,ko
URV000290,USR0073,MOV0151,VEW000866,3.5,장단점이 뚜렷한 Drama,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2026-07-02T16:50:27Z,neutral,false,32,en
URV000291,USR0073,MOV0090,VEW000867,2.5,장단점이 뚜렷한 Horror,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-01-04T17:58:11Z,neutral,false,84,ko
URV000292,USR0073,MOV0092,VEW000868,3.5,장단점이 뚜렷한 Comedy,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-05-30T19:56:25Z,neutral,false,281,ko
URV000293,USR0074,MOV0038,VEW000877,2.5,장단점이 뚜렷한 Animation,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2026-07-12T10:22:04Z,neutral,false,121,ko
URV000294,USR0074,MOV0195,VEW000878,3.5,장단점이 뚜렷한 Romance,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-02-20T23:27:12Z,neutral,false,347,ko
URV000295,USR0074,MOV0098,VEW000879,3,장단점이 뚜렷한 Animation,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-05-18T22:02:22Z,neutral,false,138,ko
URV000296,USR0074,MOV0028,VEW000880,2,아쉬움이 남은 달의 대장간: 별자리,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2025-05-31T18:46:37Z,negative,false,344,hi
URV000297,USR0075,MOV0031,VEW000889,3,장단점이 뚜렷한 Drama,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2024-09-19T21:42:21Z,neutral,false,119,de
URV000298,USR0075,MOV0066,VEW000890,2.5,장단점이 뚜렷한 Action,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2025-07-15T02:04:08Z,neutral,false,328,ko
URV000299,USR0075,MOV0078,VEW000891,2,아쉬움이 남은 메아리 항구: 별자리,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2026-06-10T10:46:24Z,negative,false,326,ko
URV000300,USR0075,MOV0164,VEW000892,1.5,아쉬움이 남은 빈 프리즘: 규약,기대했던 긴장감이 부족해 집중하기 어려웠다.,2026-07-15T01:06:13Z,negative,true,39,de
URV000301,USR0076,MOV0037,VEW000901,3,장단점이 뚜렷한 Documentary,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-01-17T13:31:39Z,neutral,true,251,ja
URV000302,USR0076,MOV0049,VEW000902,3,장단점이 뚜렷한 Fantasy,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-01-26T14:53:06Z,neutral,false,344,ko
URV000303,USR0076,MOV0005,VEW000903,3.5,장단점이 뚜렷한 Romance,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2025-12-24T05:54:34Z,neutral,false,350,ko
URV000304,USR0076,MOV0176,VEW000904,3.5,장단점이 뚜렷한 Action,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-04-30T16:04:19Z,neutral,false,52,ko
URV000305,USR0077,MOV0045,VEW000913,1.5,아쉬움이 남은 고요한 항로: 정원,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2025-08-03T20:08:21Z,negative,false,268,ko
URV000306,USR0077,MOV0163,VEW000914,3.5,장단점이 뚜렷한 Thriller,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-01-09T22:02:17Z,neutral,false,289,ko
URV000307,USR0077,MOV0005,VEW000915,3,장단점이 뚜렷한 Romance,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2024-02-22T14:25:49Z,neutral,false,113,ko
URV000308,USR0077,MOV0074,VEW000916,2.5,장단점이 뚜렷한 Science Fiction,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2023-06-15T16:06:02Z,neutral,false,168,ko
URV000309,USR0078,MOV0030,VEW000925,2,아쉬움이 남은 달의 대장간: 교차점,기대했던 긴장감이 부족해 집중하기 어려웠다.,2025-02-16T06:45:37Z,negative,false,215,ko
URV000310,USR0078,MOV0037,VEW000926,4.5,다시 보고 싶은 “잿빛 파도: 연대기”,몰입감이 좋고 마지막 장면의 여운이 길었다.,2024-12-17T23:01:04Z,positive,true,295,ko
URV000311,USR0078,MOV0125,VEW000927,2,아쉬움이 남은 황조롱이의 새벽: 정원,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2026-05-12T18:07:21Z,negative,false,205,ko
URV000312,USR0078,MOV0016,VEW000928,2,아쉬움이 남은 푸른 궤도: 역설,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2026-02-14T11:39:56Z,negative,false,247,ko
URV000313,USR0079,MOV0137,VEW000937,3,장단점이 뚜렷한 Documentary,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-02-03T03:07:03Z,neutral,false,180,ko
URV000314,USR0079,MOV0133,VEW000938,2,아쉬움이 남은 내일의 유리: 항해,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2025-11-21T14:18:02Z,negative,false,104,ko
URV000315,USR0079,MOV0196,VEW000939,4,다시 보고 싶은 “진홍 항구: 역설”,배우들의 호흡과 음악이 잘 어우러져 다시 보고 싶다.,2026-04-28T08:28:08Z,positive,false,90,ko
URV000316,USR0079,MOV0082,VEW000940,2.5,장단점이 뚜렷한 Comedy,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2024-10-14T18:30:14Z,neutral,false,281,en
URV000317,USR0080,MOV0200,VEW000949,3.5,장단점이 뚜렷한 Horror,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-02-10T22:11:20Z,neutral,false,104,ko
URV000318,USR0080,MOV0052,VEW000950,2.5,장단점이 뚜렷한 Comedy,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-03-14T21:27:13Z,neutral,false,22,ko
URV000319,USR0080,MOV0197,VEW000951,2,아쉬움이 남은 진홍 항구: 연대기,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2026-01-10T08:36:25Z,negative,false,337,ko
URV000320,USR0080,MOV0017,VEW000952,3,장단점이 뚜렷한 Documentary,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2024-05-09T05:07:56Z,neutral,false,255,ko
URV000321,USR0081,MOV0006,VEW000961,4.5,다시 보고 싶은 “별비: 역설”,"예상보다 섬세하고 따뜻했다, 친구에게 추천하고 싶다.",2025-10-27T11:10:30Z,positive,false,318,ko
URV000322,USR0081,MOV0002,VEW000962,2.5,장단점이 뚜렷한 Comedy,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-03-09T22:11:23Z,neutral,false,217,ko
URV000323,USR0081,MOV0078,VEW000963,3,장단점이 뚜렷한 Animation,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-03-23T07:24:49Z,neutral,false,135,ko
URV000324,USR0081,MOV0190,VEW000964,3,장단점이 뚜렷한 Horror,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2025-12-18T18:19:15Z,neutral,false,201,ko
URV000325,USR0082,MOV0152,VEW000973,1.5,아쉬움이 남은 호박빛 회로: 신호,기대했던 긴장감이 부족해 집중하기 어려웠다.,2025-12-23T16:28:00Z,negative,false,333,ko
URV000326,USR0082,MOV0093,VEW000974,1.5,아쉬움이 남은 까마귀 첨탑: 항해,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2025-04-12T08:22:41Z,negative,false,276,ko
URV000327,USR0082,MOV0023,VEW000975,3.5,장단점이 뚜렷한 Thriller,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-06-07T12:12:26Z,neutral,false,137,ko
URV000328,USR0082,MOV0048,VEW000976,2,아쉬움이 남은 고요한 항로: 별자리,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2026-01-01T10:30:32Z,negative,false,154,ko
URV000329,USR0083,MOV0048,VEW000985,2.5,장단점이 뚜렷한 Animation,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2024-04-29T23:44:42Z,neutral,false,345,ko
URV000330,USR0083,MOV0118,VEW000986,3.5,장단점이 뚜렷한 Animation,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2026-04-26T13:28:23Z,neutral,false,49,ko
URV000331,USR0083,MOV0024,VEW000987,3,장단점이 뚜렷한 Science Fiction,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2024-06-08T15:22:55Z,neutral,false,54,ko
URV000332,USR0083,MOV0111,VEW000988,2,아쉬움이 남은 새별 들판: 기록,기대했던 긴장감이 부족해 집중하기 어려웠다.,2024-12-15T16:05:16Z,negative,false,285,ko
URV000333,USR0084,MOV0144,VEW000997,1.5,아쉬움이 남은 은빛 자오선: 규약,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2026-07-07T09:52:29Z,negative,true,21,ko
URV000334,USR0084,MOV0014,VEW000998,3,장단점이 뚜렷한 Science Fiction,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2026-05-14T11:54:49Z,neutral,false,328,hi
URV000335,USR0084,MOV0059,VEW000999,4,다시 보고 싶은 “안개의 도시: 몽상”,배우들의 호흡과 음악이 잘 어우러져 다시 보고 싶다.,2026-03-28T18:38:05Z,positive,false,59,ko
URV000336,USR0084,MOV0183,VEW001000,1,아쉬움이 남은 비취 주파수: 항해,기대했던 긴장감이 부족해 집중하기 어려웠다.,2026-07-08T12:34:34Z,negative,false,68,ko
URV000337,USR0085,MOV0048,VEW001009,2.5,장단점이 뚜렷한 Animation,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2024-07-18T14:10:22Z,neutral,false,222,ko
URV000338,USR0085,MOV0199,VEW001010,3,장단점이 뚜렷한 Fantasy,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-06-24T04:48:53Z,neutral,false,300,ko
URV000339,USR0085,MOV0166,VEW001011,2,아쉬움이 남은 빈 프리즘: 역설,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2026-05-17T22:17:06Z,negative,false,87,ko
URV000340,USR0085,MOV0131,VEW001012,3,장단점이 뚜렷한 Drama,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-06-05T20:49:45Z,neutral,false,54,ko
URV000341,USR0086,MOV0175,VEW001021,2.5,장단점이 뚜렷한 Romance,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2025-09-18T21:24:30Z,neutral,true,66,ja
URV000342,USR0086,MOV0092,VEW001022,4,다시 보고 싶은 “까마귀 첨탑: 신호”,배우들의 호흡과 음악이 잘 어우러져 다시 보고 싶다.,2023-11-19T10:03:55Z,positive,false,326,ko
URV000343,USR0086,MOV0097,VEW001023,4.5,다시 보고 싶은 “까마귀 첨탑: 연대기”,배우들의 호흡과 음악이 잘 어우러져 다시 보고 싶다.,2025-12-19T04:40:55Z,positive,true,194,ko
URV000344,USR0086,MOV0110,VEW001024,2.5,장단점이 뚜렷한 Horror,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-07-11T00:11:40Z,neutral,false,255,ko
URV000345,USR0087,MOV0061,VEW001033,2.5,장단점이 뚜렷한 Drama,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2026-03-05T12:26:46Z,neutral,false,186,ko
URV000346,USR0087,MOV0112,VEW001034,3.5,장단점이 뚜렷한 Comedy,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2024-07-10T14:35:14Z,neutral,false,344,ko
URV000347,USR0087,MOV0036,VEW001035,3.5,장단점이 뚜렷한 Action,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2025-08-29T16:32:17Z,neutral,false,63,ko
URV000348,USR0087,MOV0016,VEW001036,2,아쉬움이 남은 푸른 궤도: 역설,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2025-09-05T14:48:05Z,negative,true,325,ko
URV000349,USR0088,MOV0064,VEW001045,2,아쉬움이 남은 오리온 골짜기: 규약,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2025-03-17T06:44:04Z,negative,false,279,ko
URV000350,USR0088,MOV0076,VEW001046,3.5,장단점이 뚜렷한 Action,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-07-14T05:48:56Z,neutral,false,247,ko
URV000351,USR0088,MOV0187,VEW001047,3,장단점이 뚜렷한 Documentary,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2024-06-30T22:46:33Z,neutral,false,295,ko
URV000352,USR0088,MOV0173,VEW001048,2,아쉬움이 남은 겨울 지도: 항해,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2025-10-19T02:58:40Z,negative,false,228,ko
URV000353,USR0089,MOV0028,VEW001057,2,아쉬움이 남은 달의 대장간: 별자리,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2025-09-14T23:25:44Z,negative,false,219,ko
URV000354,USR0089,MOV0068,VEW001058,2.5,장단점이 뚜렷한 Animation,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-01-01T07:23:58Z,neutral,false,21,ko
URV000355,USR0089,MOV0139,VEW001059,2,아쉬움이 남은 내일의 유리: 몽상,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2025-08-10T06:05:44Z,negative,false,96,en
URV000356,USR0089,MOV0062,VEW001060,3.5,장단점이 뚜렷한 Comedy,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2026-05-12T22:41:25Z,neutral,false,213,ko
URV000357,USR0090,MOV0064,VEW001069,2.5,장단점이 뚜렷한 Science Fiction,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-06-30T23:02:50Z,neutral,false,304,ko
URV000358,USR0090,MOV0118,VEW001070,3.5,장단점이 뚜렷한 Animation,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2026-06-05T14:41:37Z,neutral,false,48,ko
URV000359,USR0090,MOV0019,VEW001071,3,장단점이 뚜렷한 Fantasy,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2023-11-06T15:28:01Z,neutral,true,82,ko
URV000360,USR0090,MOV0065,VEW001072,1,아쉬움이 남은 오리온 골짜기: 정원,기대했던 긴장감이 부족해 집중하기 어려웠다.,2025-11-20T06:53:22Z,negative,false,109,ko
URV000361,USR0091,MOV0003,VEW001081,3,장단점이 뚜렷한 Thriller,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-01-26T19:23:35Z,neutral,false,328,ko
URV000362,USR0091,MOV0129,VEW001082,3.5,장단점이 뚜렷한 Fantasy,흥미로운 설정이지만 중반 전개는 조금 느리게 느껴졌다.,2026-01-06T07:12:42Z,neutral,false,111,ko
URV000363,USR0091,MOV0049,VEW001083,3.5,장단점이 뚜렷한 Fantasy,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2025-11-23T09:25:51Z,neutral,false,327,en
URV000364,USR0091,MOV0097,VEW001084,4.5,다시 보고 싶은 “까마귀 첨탑: 연대기”,"예상보다 섬세하고 따뜻했다, 친구에게 추천하고 싶다.",2026-02-28T08:20:20Z,positive,false,207,ko
URV000365,USR0092,MOV0140,VEW001093,2.5,장단점이 뚜렷한 Horror,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2026-01-11T13:19:39Z,neutral,false,283,ko
URV000366,USR0092,MOV0178,VEW001094,1.5,아쉬움이 남은 겨울 지도: 별자리,아이디어는 좋았지만 인물의 선택이 충분히 설득력 있지 않았다.,2026-05-10T10:13:39Z,negative,false,104,ko
URV000367,USR0092,MOV0054,VEW001095,1.5,아쉬움이 남은 안개의 도시: 규약,전개가 반복적이고 결말이 급하게 마무리된 느낌이다.,2026-05-14T03:28:36Z,negative,false,336,ko
URV000368,USR0092,MOV0123,VEW001096,3,장단점이 뚜렷한 Thriller,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2024-02-18T04:32:51Z,neutral,true,273,ko
URV000369,USR0093,MOV0019,VEW001105,4,다시 보고 싶은 “푸른 궤도: 몽상”,배우들의 호흡과 음악이 잘 어우러져 다시 보고 싶다.,2025-12-08T20:04:43Z,positive,false,92,ko
URV000370,USR0093,MOV0095,VEW001106,2,아쉬움이 남은 까마귀 첨탑: 정원,기대했던 긴장감이 부족해 집중하기 어려웠다.,2025-11-05T06:39:47Z,negative,false,84,ko
URV000371,USR0093,MOV0004,VEW001107,3.5,장단점이 뚜렷한 Science Fiction,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2023-05-26T20:07:18Z,neutral,false,166,ko
URV000372,USR0093,MOV0032,VEW001108,3,장단점이 뚜렷한 Comedy,장점과 단점이 분명했다. 한 번쯤 볼 만한 작품이다.,2026-01-05T00:53:45Z,neutral,false,248,ko
URV000373,USR0094,MOV0190,VEW001117,2.5,장단점이 뚜렷한 Horror,영상은 인상적이었지만 이야기의 밀도는 평범했다.,2022-12-01T13:13:01Z,neutral,false,344,ko
