movie_id,title,title_ko,release_date,release_year,primary_genre,secondary_genre,production_country,original_language,runtime_minutes,content_rating,director_name,studio_name,production_budget_usd,box_office_usd,platform_release_date,is_platform_original,synopsis
MOV0090,Lumenward Crossing,빛의 수호자: 교차점,2015-12-29,2015,Horror,Science Fiction,IN,hi,120,7+,Sora Kwon,Blue Lantern Works,33176207,147463974,2022-01-05,false,"빛의 수호자: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0091,Ravenspire Archive,까마귀 첨탑: 기록,2024-09-05,2024,Drama,Romance,JP,ja,115,12+,Aya Alden,Blue Lantern Works,29100525,62192465,2025-04-09,false,"까마귀 첨탑: 기록은(는) drama 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0092,Ravenspire Signal,까마귀 첨탑: 신호,1995-11-02,1995,Comedy,Action,DE,de,114,7+,Ari Bora,Mosaic Frame Lab,34957494,72643631,2022-05-19,false,"까마귀 첨탑: 신호은(는) comedy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0093,Ravenspire Voyage,까마귀 첨탑: 항해,2009-06-22,2009,Thriller,Action,IN,hi,114,12+,Mina Voss,Mosaic Frame Lab,18106136,35872084,2023-11-17,false,"까마귀 첨탑: 항해은(는) thriller 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0094,Ravenspire Protocol,까마귀 첨탑: 규약,2006-04-11,2006,Science Fiction,Comedy,US,en,128,ALL,Jun Calder,Northstar Fiction,15449821,82051034,2024-01-19,false,"까마귀 첨탑: 규약은(는) science fiction 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0095,Ravenspire Garden,까마귀 첨탑: 정원,1995-09-23,1995,Romance,Horror,FR,fr,92,12+,Lea Ren,Riverglass Pictures,18512598,76240780,2025-10-02,false,"까마귀 첨탑: 정원은(는) romance 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0096,Ravenspire Paradox,까마귀 첨탑: 역설,2003-02-07,2003,Action,Romance,AU,en,114,18+,Tomas Mirel,Quiet Comet Studio,21744727,106066835,2022-01-04,false,"까마귀 첨탑: 역설은(는) action 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0097,Ravenspire Chronicle,까마귀 첨탑: 연대기,2025-08-07,2025,Documentary,Horror,KR,ko,75,15+,Nora Vale,Northstar Fiction,2688268,6214379,2025-12-03,false,"까마귀 첨탑: 연대기은(는) documentary 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0098,Ravenspire Constellation,까마귀 첨탑: 별자리,2025-08-15,2025,Animation,Horror,GB,en,106,7+,Ishan Kwon,Quiet Comet Studio,136202367,475698185,2026-02-13,false,"까마귀 첨탑: 별자리은(는) animation 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0099,Ravenspire Reverie,까마귀 첨탑: 몽상,2017-12-18,2017,Fantasy,Drama,CA,en,130,ALL,Sora Sarin,Blue Lantern Works,49241251,261372401,2025-06-02,false,"까마귀 첨탑: 몽상은(는) fantasy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0100,Ravenspire Crossing,까마귀 첨탑: 교차점,2012-02-07,2012,Horror,Drama,BR,pt,114,12+,Theo Neri,Orbit Pine Studio,42562042,140541525,2025-01-10,false,"까마귀 첨탑: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0101,Tidal Ember Archive,파도의 불씨: 기록,2006-10-22,2006,Drama,Horror,GB,en,149,12+,Ari Voss,Copper Kite Media,20220948,26901634,2023-02-28,false,"파도의 불씨: 기록은(는) drama 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0102,Tidal Ember Signal,파도의 불씨: 신호,2003-01-25,2003,Comedy,Horror,CA,en,92,ALL,Mina Calder,Riverglass Pictures,34863794,111044626,2023-03-23,false,"파도의 불씨: 신호은(는) comedy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0103,Tidal Ember Voyage,파도의 불씨: 항해,2011-01-14,2011,Thriller,Action,BR,pt,101,15+,Jun Ren,Mosaic Frame Lab,19096032,69563746,2024-10-16,false,"파도의 불씨: 항해은(는) thriller 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0104,Tidal Ember Protocol,파도의 불씨: 규약,2025-07-31,2025,Science Fiction,Documentary,JP,ja,163,7+,Lea Mirel,Mosaic Frame Lab,39917105,172830789,2025-11-10,false,"파도의 불씨: 규약은(는) science fiction 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0105,Tidal Ember Garden,파도의 불씨: 정원,2008-03-20,2008,Romance,Fantasy,DE,de,112,ALL,Tomas Vale,Blue Lantern Works,7044296,18466004,2024-01-27,false,"파도의 불씨: 정원은(는) romance 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0106,Tidal Ember Paradox,파도의 불씨: 역설,2002-05-18,2002,Action,Horror,IN,hi,117,ALL,Nora Kwon,Blue Lantern Works,49984388,55948448,2025-10-10,false,"파도의 불씨: 역설은(는) action 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0107,Tidal Ember Chronicle,파도의 불씨: 연대기,2009-09-28,2009,Documentary,Thriller,US,en,98,7+,Ishan Sarin,Quiet Comet Studio,5881734,30542698,2024-12-31,false,"파도의 불씨: 연대기은(는) documentary 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0108,Tidal Ember Constellation,파도의 불씨: 별자리,2025-10-19,2025,Animation,Romance,FR,fr,117,ALL,Sora Neri,Orbit Pine Studio,57505766,147955709,2026-04-24,false,"파도의 불씨: 별자리은(는) animation 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0109,Tidal Ember Reverie,파도의 불씨: 몽상,2007-08-23,2007,Fantasy,Comedy,AU,en,128,ALL,Theo Alden,Blue Lantern Works,21891228,67864677,2025-03-07,false,"파도의 불씨: 몽상은(는) fantasy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0110,Tidal Ember Crossing,파도의 불씨: 교차점,2019-02-12,2019,Horror,Comedy,KR,ko,156,7+,Aya Bora,Quiet Comet Studio,47446327,55603190,2026-04-06,false,"파도의 불씨: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0111,Novafield Archive,새별 들판: 기록,1995-11-23,1995,Drama,Romance,FR,fr,101,12+,Mina Ren,Quiet Comet Studio,43660046,22697364,2021-04-08,false,"새별 들판: 기록은(는) drama 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0112,Novafield Signal,새별 들판: 신호,2003-12-01,2003,Comedy,Science Fiction,AU,en,108,18+,Jun Mirel,Copper Kite Media,34803995,88885217,2021-04-13,false,"새별 들판: 신호은(는) comedy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0113,Novafield Voyage,새별 들판: 항해,1998-10-25,1998,Thriller,Horror,KR,ko,146,ALL,Lea Vale,Northstar Fiction,16503549,60086783,2025-10-09,false,"새별 들판: 항해은(는) thriller 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0114,Novafield Protocol,새별 들판: 규약,2003-05-24,2003,Science Fiction,Drama,GB,en,110,12+,Tomas Kwon,Quiet Comet Studio,15406337,54629322,2024-10-27,false,"새별 들판: 규약은(는) science fiction 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0115,Novafield Garden,새별 들판: 정원,1996-11-27,1996,Romance,Horror,CA,en,146,12+,Nora Sarin,Quiet Comet Studio,40513191,44108555,2022-11-01,false,"새별 들판: 정원은(는) romance 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0116,Novafield Paradox,새별 들판: 역설,2022-04-17,2022,Action,Drama,BR,pt,114,7+,Ishan Neri,Cloudberry Films,51699025,63285816,2022-09-16,false,"새별 들판: 역설은(는) action 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0117,Novafield Chronicle,새별 들판: 연대기,2025-02-11,2025,Documentary,Thriller,JP,ja,81,ALL,Sora Alden,Northstar Fiction,2681879,13582836,2025-07-11,false,"새별 들판: 연대기은(는) documentary 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0118,Novafield Constellation,새별 들판: 별자리,2005-10-02,2005,Animation,Fantasy,DE,de,103,12+,Theo Bora,Orbit Pine Studio,135907780,460291314,2026-04-25,false,"새별 들판: 별자리은(는) animation 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0119,Novafield Reverie,새별 들판: 몽상,2007-06-05,2007,Fantasy,Thriller,IN,hi,136,15+,Aya Voss,Riverglass Pictures,26226941,31332411,2023-02-15,false,"새별 들판: 몽상은(는) fantasy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0120,Novafield Crossing,새별 들판: 교차점,2018-02-01,2018,Horror,Action,US,en,94,7+,Ari Calder,Cloudberry Films,24398028,105323541,2023-08-30,false,"새별 들판: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0121,Kestrel Dawn Archive,황조롱이의 새벽: 기록,2024-11-24,2024,Drama,Thriller,DE,de,119,15+,Jun Vale,Riverglass Pictures,24992910,47362249,2025-05-06,false,"황조롱이의 새벽: 기록은(는) drama 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0122,Kestrel Dawn Signal,황조롱이의 새벽: 신호,2012-12-22,2012,Comedy,Action,IN,hi,132,18+,Lea Kwon,Blue Lantern Works,8661612,13916239,2024-10-17,false,"황조롱이의 새벽: 신호은(는) comedy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0123,Kestrel Dawn Voyage,황조롱이의 새벽: 항해,2017-12-06,2017,Thriller,Drama,US,en,103,7+,Tomas Sarin,Northstar Fiction,11495556,20330008,2021-09-24,false,"황조롱이의 새벽: 항해은(는) thriller 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0124,Kestrel Dawn Protocol,황조롱이의 새벽: 규약,2008-07-22,2008,Science Fiction,Action,FR,fr,96,7+,Nora Neri,Riverglass Pictures,27298378,93891545,2024-10-10,false,"황조롱이의 새벽: 규약은(는) science fiction 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0125,Kestrel Dawn Garden,황조롱이의 새벽: 정원,2020-09-21,2020,Romance,Thriller,AU,en,91,ALL,Ishan Alden,Orbit Pine Studio,28653448,38361435,2024-11-30,false,"황조롱이의 새벽: 정원은(는) romance 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0126,Kestrel Dawn Paradox,황조롱이의 새벽: 역설,2002-05-19,2002,Action,Horror,KR,ko,151,ALL,Sora Bora,Quiet Comet Studio,8228631,6140211,2025-12-27,false,"황조롱이의 새벽: 역설은(는) action 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0127,Kestrel Dawn Chronicle,황조롱이의 새벽: 연대기,2003-07-03,2003,Documentary,Action,GB,en,103,18+,Theo Voss,Blue Lantern Works,3321276,14753842,2021-12-31,false,"황조롱이의 새벽: 연대기은(는) documentary 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0128,Kestrel Dawn Constellation,황조롱이의 새벽: 별자리,2018-03-18,2018,Animation,Fantasy,CA,en,91,7+,Aya Calder,Blue Lantern Works,106166127,288396795,2021-11-27,false,"황조롱이의 새벽: 별자리은(는) animation 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0129,Kestrel Dawn Reverie,황조롱이의 새벽: 몽상,2015-01-21,2015,Fantasy,Drama,BR,pt,133,ALL,Ari Ren,Copper Kite Media,7930189,24167744,2024-11-24,false,"황조롱이의 새벽: 몽상은(는) fantasy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0130,Kestrel Dawn Crossing,황조롱이의 새벽: 교차점,2015-08-24,2015,Horror,Documentary,JP,ja,126,7+,Mina Mirel,Quiet Comet Studio,18948900,95204053,2021-04-17,false,"황조롱이의 새벽: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0131,Morrowglass Archive,내일의 유리: 기록,2006-01-26,2006,Drama,Animation,CA,en,109,18+,Lea Sarin,Orbit Pine Studio,19697670,33853541,2022-10-24,false,"내일의 유리: 기록은(는) drama 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0132,Morrowglass Signal,내일의 유리: 신호,2018-02-27,2018,Comedy,Romance,BR,pt,96,7+,Tomas Neri,Quiet Comet Studio,25537924,35951642,2023-03-31,false,"내일의 유리: 신호은(는) comedy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0133,Morrowglass Voyage,내일의 유리: 항해,2022-12-08,2022,Thriller,Action,JP,ja,144,7+,Nora Alden,Cloudberry Films,54034438,47415103,2022-12-08,true,"내일의 유리: 항해은(는) thriller 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0134,Morrowglass Protocol,내일의 유리: 규약,2003-10-25,2003,Science Fiction,Comedy,DE,de,101,18+,Ishan Bora,Northstar Fiction,15225817,52933262,2021-11-25,false,"내일의 유리: 규약은(는) science fiction 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0135,Morrowglass Garden,내일의 유리: 정원,1999-08-21,1999,Romance,Fantasy,IN,hi,138,ALL,Sora Voss,Northstar Fiction,21353576,122417014,2024-12-02,false,"내일의 유리: 정원은(는) romance 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0136,Morrowglass Paradox,내일의 유리: 역설,2009-08-19,2009,Action,Documentary,US,en,145,15+,Theo Calder,Cloudberry Films,54444480,131569460,2024-03-28,false,"내일의 유리: 역설은(는) action 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0137,Morrowglass Chronicle,내일의 유리: 연대기,2010-07-20,2010,Documentary,Thriller,FR,fr,92,ALL,Aya Ren,Orbit Pine Studio,4021909,20347599,2025-04-19,false,"내일의 유리: 연대기은(는) documentary 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0138,Morrowglass Constellation,내일의 유리: 별자리,2010-10-24,2010,Animation,Romance,AU,en,89,15+,Ari Mirel,Riverglass Pictures,93163815,137607686,2023-11-11,false,"내일의 유리: 별자리은(는) animation 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0139,Morrowglass Reverie,내일의 유리: 몽상,2000-06-22,2000,Fantasy,Documentary,KR,ko,107,7+,Mina Vale,Northstar Fiction,10164545,14285050,2022-04-28,false,"내일의 유리: 몽상은(는) fantasy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0140,Morrowglass Crossing,내일의 유리: 교차점,2024-10-02,2024,Horror,Science Fiction,GB,en,125,7+,Jun Kwon,Cloudberry Films,40382495,92617849,2024-10-02,true,"내일의 유리: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0141,Silver Meridian Archive,은빛 자오선: 기록,2020-08-09,2020,Drama,Comedy,AU,en,99,ALL,Tomas Alden,Orbit Pine Studio,54669441,101867798,2024-08-23,false,"은빛 자오선: 기록은(는) drama 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0142,Silver Meridian Signal,은빛 자오선: 신호,2009-03-11,2009,Comedy,Fantasy,KR,ko,141,ALL,Nora Bora,Mosaic Frame Lab,32951223,182322075,2023-11-22,false,"은빛 자오선: 신호은(는) comedy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0143,Silver Meridian Voyage,은빛 자오선: 항해,2004-04-22,2004,Thriller,Action,GB,en,105,7+,Ishan Voss,Quiet Comet Studio,31277164,30647724,2025-05-25,false,"은빛 자오선: 항해은(는) thriller 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0144,Silver Meridian Protocol,은빛 자오선: 규약,2008-09-21,2008,Science Fiction,Drama,CA,en,163,7+,Sora Calder,Orbit Pine Studio,27698508,38930147,2023-08-19,false,"은빛 자오선: 규약은(는) science fiction 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0145,Silver Meridian Garden,은빛 자오선: 정원,2021-08-21,2021,Romance,Animation,BR,pt,136,7+,Theo Ren,Riverglass Pictures,31401998,176553896,2023-04-06,false,"은빛 자오선: 정원은(는) romance 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0146,Silver Meridian Paradox,은빛 자오선: 역설,2023-10-09,2023,Action,Comedy,JP,ja,145,ALL,Aya Mirel,Northstar Fiction,55187502,294755063,2025-07-31,false,"은빛 자오선: 역설은(는) action 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0147,Silver Meridian Chronicle,은빛 자오선: 연대기,2013-02-14,2013,Documentary,Action,DE,de,83,7+,Ari Vale,Blue Lantern Works,3811073,8822974,2024-08-20,false,"은빛 자오선: 연대기은(는) documentary 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0148,Silver Meridian Constellation,은빛 자오선: 별자리,1997-04-16,1997,Animation,Drama,IN,hi,115,18+,Mina Kwon,Blue Lantern Works,101220710,492040224,2023-03-22,false,"은빛 자오선: 별자리은(는) animation 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0149,Silver Meridian Reverie,은빛 자오선: 몽상,2015-02-11,2015,Fantasy,Thriller,US,en,142,18+,Jun Sarin,Quiet Comet Studio,30538940,141463027,2022-03-26,false,"은빛 자오선: 몽상은(는) fantasy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0150,Silver Meridian Crossing,은빛 자오선: 교차점,2020-03-25,2020,Horror,Action,FR,fr,124,12+,Lea Neri,Copper Kite Media,28891149,141122138,2025-06-18,false,"은빛 자오선: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0151,Amber Circuit Archive,호박빛 회로: 기록,2007-07-14,2007,Drama,Action,IN,hi,93,15+,Nora Voss,Orbit Pine Studio,39681061,244850196,2021-12-02,false,"호박빛 회로: 기록은(는) drama 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0152,Amber Circuit Signal,호박빛 회로: 신호,2002-06-26,2002,Comedy,Action,US,en,125,ALL,Ishan Calder,Northstar Fiction,10756286,42091081,2023-11-18,false,"호박빛 회로: 신호은(는) comedy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0153,Amber Circuit Voyage,호박빛 회로: 항해,2022-03-23,2022,Thriller,Documentary,FR,fr,144,18+,Sora Ren,Cloudberry Films,10579378,32913757,2022-03-23,true,"호박빛 회로: 항해은(는) thriller 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0154,Amber Circuit Protocol,호박빛 회로: 규약,2012-12-04,2012,Science Fiction,Action,AU,en,123,15+,Theo Mirel,Northstar Fiction,8154139,2471477,2023-08-25,false,"호박빛 회로: 규약은(는) science fiction 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0155,Amber Circuit Garden,호박빛 회로: 정원,2004-11-08,2004,Romance,Animation,KR,ko,122,18+,Aya Vale,Copper Kite Media,54754787,242016732,2023-10-07,false,"호박빛 회로: 정원은(는) romance 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0156,Amber Circuit Paradox,호박빛 회로: 역설,2021-08-15,2021,Action,Comedy,GB,en,97,15+,Ari Kwon,Northstar Fiction,47806187,77595082,2021-10-27,false,"호박빛 회로: 역설은(는) action 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0157,Amber Circuit Chronicle,호박빛 회로: 연대기,1999-01-13,1999,Documentary,Romance,CA,en,75,7+,Mina Sarin,Quiet Comet Studio,6348106,16788079,2023-03-18,false,"호박빛 회로: 연대기은(는) documentary 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0158,Amber Circuit Constellation,호박빛 회로: 별자리,1999-02-13,1999,Animation,Action,BR,pt,98,ALL,Jun Neri,Copper Kite Media,117416349,139444111,2024-02-22,false,"호박빛 회로: 별자리은(는) animation 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0159,Amber Circuit Reverie,호박빛 회로: 몽상,1995-05-24,1995,Fantasy,Animation,JP,ja,136,ALL,Lea Alden,Copper Kite Media,38944425,224205943,2021-07-20,false,"호박빛 회로: 몽상은(는) fantasy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0160,Amber Circuit Crossing,호박빛 회로: 교차점,2024-02-10,2024,Horror,Science Fiction,DE,de,106,18+,Tomas Bora,Mosaic Frame Lab,26568923,108771968,2024-10-18,false,"호박빛 회로: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0161,Hollow Prism Archive,빈 프리즘: 기록,2012-08-15,2012,Drama,Horror,BR,pt,151,12+,Ishan Ren,Blue Lantern Works,52954578,122811356,2023-10-13,false,"빈 프리즘: 기록은(는) drama 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0162,Hollow Prism Signal,빈 프리즘: 신호,2021-09-21,2021,Comedy,Fantasy,JP,ja,143,7+,Sora Mirel,Northstar Fiction,37783266,120045974,2025-01-21,false,"빈 프리즘: 신호은(는) comedy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0163,Hollow Prism Voyage,빈 프리즘: 항해,2001-02-22,2001,Thriller,Fantasy,DE,de,124,ALL,Theo Vale,Orbit Pine Studio,46875865,240512967,2025-05-30,false,"빈 프리즘: 항해은(는) thriller 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0164,Hollow Prism Protocol,빈 프리즘: 규약,2012-09-02,2012,Science Fiction,Thriller,IN,hi,130,15+,Aya Kwon,Mosaic Frame Lab,42903584,183666035,2024-05-11,false,"빈 프리즘: 규약은(는) science fiction 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0165,Hollow Prism Garden,빈 프리즘: 정원,2008-06-12,2008,Romance,Fantasy,US,en,122,18+,Ari Sarin,Orbit Pine Studio,31986434,120588880,2025-02-02,false,"빈 프리즘: 정원은(는) romance 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0166,Hollow Prism Paradox,빈 프리즘: 역설,2003-01-08,2003,Action,Science Fiction,FR,fr,144,ALL,Mina Neri,Mosaic Frame Lab,33722036,140639853,2025-07-19,false,"빈 프리즘: 역설은(는) action 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0167,Hollow Prism Chronicle,빈 프리즘: 연대기,2009-11-24,2009,Documentary,Action,AU,en,77,15+,Jun Alden,Riverglass Pictures,2982668,8049375,2021-10-09,false,"빈 프리즘: 연대기은(는) documentary 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0168,Hollow Prism Constellation,빈 프리즘: 별자리,2004-11-13,2004,Animation,Thriller,KR,ko,97,15+,Lea Bora,Blue Lantern Works,72605779,37877230,2021-08-05,false,"빈 프리즘: 별자리은(는) animation 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0169,Hollow Prism Reverie,빈 프리즘: 몽상,2014-03-11,2014,Fantasy,Thriller,GB,en,152,15+,Tomas Voss,Quiet Comet Studio,12239792,22911104,2026-04-08,false,"빈 프리즘: 몽상은(는) fantasy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0170,Hollow Prism Crossing,빈 프리즘: 교차점,2020-05-21,2020,Horror,Science Fiction,CA,en,109,12+,Nora Calder,Orbit Pine Studio,47345359,20753541,2021-02-22,false,"빈 프리즘: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0171,Winter Atlas Archive,겨울 지도: 기록,2018-07-21,2018,Drama,Action,KR,ko,128,ALL,Sora Vale,Riverglass Pictures,15574454,48588418,2023-11-25,false,"겨울 지도: 기록은(는) drama 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0172,Winter Atlas Signal,겨울 지도: 신호,2008-02-08,2008,Comedy,Documentary,GB,en,135,7+,Theo Kwon,Blue Lantern Works,50555325,118826738,2026-04-13,false,"겨울 지도: 신호은(는) comedy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0173,Winter Atlas Voyage,겨울 지도: 항해,2020-08-04,2020,Thriller,Comedy,CA,en,136,18+,Aya Sarin,Riverglass Pictures,17636448,52363442,2022-04-01,false,"겨울 지도: 항해은(는) thriller 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0174,Winter Atlas Protocol,겨울 지도: 규약,1995-03-30,1995,Science Fiction,Thriller,BR,pt,129,ALL,Ari Neri,Copper Kite Media,24307039,136901145,2021-05-14,false,"겨울 지도: 규약은(는) science fiction 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0175,Winter Atlas Garden,겨울 지도: 정원,2014-06-09,2014,Romance,Horror,JP,ja,114,7+,Mina Alden,Quiet Comet Studio,51992195,125685935,2024-09-21,false,"겨울 지도: 정원은(는) romance 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0176,Winter Atlas Paradox,겨울 지도: 역설,2022-10-31,2022,Action,Science Fiction,DE,de,145,15+,Jun Bora,Quiet Comet Studio,45669868,168243480,2024-01-07,false,"겨울 지도: 역설은(는) action 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
